Player,Games,LP,Region,Platform,Character,Overall,AlexWin,AlexGames,BirdieWin,BirdieGames,CammyWin,CammyGames,ChunWin,ChunGames,ClawWin,ClawGames,DhalsimWin,DhalsimGames,DictatorWin, DictatorGames,FangWin,FangGames,KarinWin,KarinGames,KenWin,KenGames,LauraWin,LauraGames,NashWin,NashGames,NecalliWin,NecalliGames,RMikaWin,RMikaGames,RashidWin,RashidGames,RyuWin,RyuGames,ZangiefWin,ZangiefGames
kawawa7,266,10189,JPN,PSN,Cammy,84,100,5,100,11,84,13,73,26,100,14,71,7,88,26,80,10,100,13,76,13,88,18,84,33,63,19,77,9,88,9,90,32,62,8
GarioZzz,1372,10089,JPN,PSN,Nash,77,94,18,69,49,77,93,82,87,91,56,76,43,68,102,75,32,86,92,84,145,70,98,67,98,73,95,76,60,77,92,81,179,84,33
nuki777,785,10038,JPN,PSN,Chun Li,82,100,10,100,25,84,53,61,62,80,40,83,30,88,45,64,14,90,77,76,46,81,49,81,97,90,41,89,46,80,42,82,86,66,21
LegendarySaiyan-,1032,9927,USA,PSN,Laura,77,89,29,77,58,73,76,61,47,81,55,76,52,77,76,78,33,71,107,74,78,86,50,86,97,78,47,77,48,81,27,74,119,72,33
RZR_INFILTRATlON,110,9703,PRK,PSN,Karin,91,0,0,85,7,100,7,100,8,100,7,100,4,100,7,66,3,100,7,100,13,100,4,90,11,87,8,83,6,0,1,80,15,100,2
waist100cm,363,9448,OTH,PSN,Laura,80,72,11,80,10,84,13,90,20,69,43,92,14,87,16,80,5,86,29,89,38,83,18,79,29,76,21,87,16,65,26,82,35,76,13
Sofitia,1136,10112,CAN,STEAM,Chun Li,86,95,22,80,57,82,57,86,53,81,49,86,53,89,112,68,22,81,105,85,54,89,74,87,132,84,66,77,70,95,41,90,122,95,43
DR_SMUGGLES_PhD,597,9432,USA,PSN,Karin,82,100,19,83,31,84,25,73,38,82,39,88,18,75,36,93,15,77,68,84,39,81,44,77,49,91,36,77,40,70,17,88,62,80,15
Pontio,1356,10035,JPN,STEAM,Claw,84,95,40,82,39,78,85,77,86,78,47,85,48,78,83,80,46,89,89,91,113,85,101,86,115,86,108,95,66,81,66,76,164,90,60
HelloKittyRicki,576,9982,USA,PSN,Chun Li,91,100,12,92,38,95,20,90,33,90,22,95,20,92,39,100,20,90,42,88,45,92,39,95,40,79,34,96,27,100,5,90,54,93,15
gsgllty,979,10497,USA,PSN,Dhalsim,76,83,37,66,42,80,51,81,59,85,41,36,25,83,74,80,31,76,86,74,83,75,66,82,81,63,65,69,66,76,43,81,103,78,23
-Vagabond-,472,10010,USA,PSN,Necalli,85,84,13,85,21,84,25,95,22,80,21,70,10,84,38,93,15,92,39,78,51,92,25,83,30,86,29,76,34,87,16,84,59,91,12
Verdoyance,595,10160,FRA,PSN,Birdie,82,50,12,68,25,85,34,85,35,87,16,81,16,81,49,80,26,83,36,75,52,84,26,72,47,87,24,86,30,86,23,94,95,78,14
ArliethTralare,702,9999,USA,STEAM,Claw,79,80,20,84,19,84,52,85,35,78,23,78,33,83,37,81,16,92,55,84,52,65,64,72,75,66,45,74,50,85,28,88,76,77,22
Palmeirense_crt,823,10093,BRA,STEAM,Laura,83,89,19,76,25,84,38,84,26,82,17,80,35,79,83,58,12,85,69,90,61,78,57,85,106,72,75,88,35,78,19,91,119,92,27
Brolylegs,1192,10358,USA,PSN,Chun Li,74,76,46,65,80,88,61,77,77,76,67,65,47,75,94,87,24,76,100,74,87,76,69,66,98,75,57,62,69,76,46,73,142,85,28
Brian_F,611,10243,USA,PSN,Necalli,73,100,8,71,21,74,93,62,37,83,30,38,13,78,33,42,7,76,51,75,45,75,41,80,77,65,41,45,31,91,12,75,56,91,12
Gagapa,877,10354,FRA,PSN,Dictator,85,100,3,81,33,84,50,88,34,76,51,69,39,79,69,66,9,88,85,90,40,88,70,83,72,82,69,93,43,88,34,89,150,92,26
hahaahahahahhaah,586,10636,USA,PSN,Necalli,84,82,41,77,27,94,17,66,27,88,36,75,28,91,23,93,15,80,50,90,33,94,35,90,41,71,21,81,74,100,15,86,83,95,20
iidxutj,280,9600,USA,STEAM,Dhalsim,82,0,0,83,12,81,16,76,21,86,15,61,13,91,23,83,6,86,22,88,17,84,13,72,29,75,20,77,22,84,13,93,31,100,7
MagMan,352,9770,USA,STEAM,Karin,79,94,17,43,16,83,18,59,27,76,13,76,21,78,14,83,6,83,36,89,29,81,16,85,35,71,28,87,16,80,15,90,32,87,8
El_Tigre_Acosta,407,9176,ARG,STEAM,Birdie,87,90,11,100,5,100,6,50,2,100,5,100,12,92,27,90,11,85,28,84,13,86,15,76,17,70,17,100,6,100,4,87,49,85,7
Fasoll,736,10004,ESP,PSN,Ryu,85,76,17,88,18,76,50,83,48,93,45,64,17,87,48,88,18,96,30,76,84,81,54,92,75,89,39,87,31,77,18,86,101,95,21
imstilldadaddy,985,11441,GBR,PSN,Laura,78,90,22,85,60,59,42,80,57,87,41,78,50,66,138,69,26,77,62,74,71,91,57,82,74,80,47,86,45,88,27,83,118,75,28
Akainu,345,9135,FRA,PSN,Nash,84,50,2,83,12,90,32,88,18,81,16,81,11,68,38,75,8,70,31,93,31,100,6,82,34,100,22,82,17,86,15,88,43,100,9
FH-Brickterium,456,9571,IRL,PSN,Necalli,86,100,1,77,22,77,22,76,13,95,23,100,23,86,43,80,10,86,22,80,26,90,21,82,28,90,30,95,22,90,10,90,61,70,10
GODSGARDEN-PS4,325,9896,JPN,PSN,Cammy,91,0,0,66,9,100,8,73,15,88,9,100,4,100,8,100,7,95,22,85,21,92,14,100,20,90,10,100,16,100,10,96,26,81,11
Cuongster,569,11133,FRA,PSN,Cammy,84,90,22,88,17,92,27,100,16,81,16,62,29,86,38,100,26,86,51,71,53,66,39,90,44,86,36,90,32,84,13,86,94,85,14
Monopr2,698,10984,USA,PSN,Fang,86,84,50,100,29,82,51,78,32,87,24,68,35,87,62,87,16,86,50,84,59,84,19,96,55,92,28,80,67,96,28,92,75,77,18
Sildenafl,399,9435,AUS,STEAM,Ryu,90,100,2,78,14,100,20,100,24,100,6,90,20,76,30,76,13,90,31,86,30,95,24,92,39,95,21,80,30,92,14,98,71,90,10
TriggerSFV,524,10325,USA,STEAM,Ryu,97,100,11,92,25,100,32,100,22,95,23,91,23,95,48,100,17,97,47,97,40,96,32,97,48,93,30,100,23,100,23,96,62,100,18
Humanbomb,619,10158,OTH,PSN,Chun Li,85,87,16,88,27,78,42,85,27,93,15,70,34,90,44,47,17,86,38,88,36,89,47,82,64,92,39,91,36,88,34,95,74,72,22
tatsunical,714,8654,USA,STEAM,Necalli,79,83,18,67,28,77,49,67,46,71,28,82,28,84,52,90,22,86,58,78,65,81,64,78,47,85,42,80,40,96,27,72,74,88,26
Something-Unique,809,10569,USA,PSN,Ken,71,78,41,79,34,69,49,64,39,63,55,74,47,76,46,60,25,66,72,78,55,70,44,67,61,62,50,78,61,72,18,72,88,83,24
mattbison,584,9190,CAN,STEAM,Dictator,90,100,2,92,27,94,34,82,35,83,30,72,18,94,50,91,12,90,44,90,33,93,31,79,53,91,60,90,33,82,28,100,70,95,24
SaibaJoichiro,519,9961,USA,PSN,Cammy,85,100,8,77,31,88,42,74,27,81,27,95,22,91,45,90,11,92,51,92,25,90,32,88,45,86,22,64,37,86,23,86,59,83,12
AresFR,291,8937,FRA,PSN,Nash,92,0,1,87,8,100,18,90,11,87,8,100,7,88,27,100,7,100,22,90,32,80,15,85,28,87,16,88,9,100,13,95,62,100,7
PxG_Ice,323,9568,USA,PSN,Dictator,89,100,2,84,25,83,18,83,12,95,20,92,13,97,35,83,6,94,19,96,25,85,27,87,32,85,20,84,19,93,15,88,27,100,8
MessiIshibashi,407,10370,JPN,STEAM,Cammy,93,100,1,100,8,82,17,90,20,100,14,93,16,100,25,100,11,90,33,92,25,94,19,92,28,94,18,100,14,95,20,89,39,100,7
Arydoon,606,10095,DZA,PSN,Nash,83,76,13,87,31,89,28,96,25,95,20,66,15,71,60,69,13,88,52,87,49,90,32,79,64,81,32,66,24,90,20,85,112,100,13
JF_Atropos,342,10443,GRC,PSN,Ken,79,100,9,83,12,54,22,100,14,70,20,100,5,66,33,70,10,92,27,77,36,84,25,78,33,100,13,85,7,75,12,83,56,62,8
bebop207,1462,9957,JPN,PSN,Rashid,75,85,28,76,72,72,81,73,90,71,69,67,61,71,81,76,46,78,130,80,135,76,86,73,118,78,112,73,68,80,94,76,142,63,49
Lagerborg,477,9067,SWE,STEAM,Chun Li,83,100,3,76,21,77,35,81,16,95,21,68,22,82,46,76,13,88,35,90,20,91,34,72,51,75,24,83,24,85,14,94,59,94,18
torimesingo,480,10452,JPN,PSN,Dhalsim,90,100,4,95,23,94,34,88,25,89,19,92,14,89,39,93,16,86,36,86,59,93,30,97,40,100,27,76,26,78,23,91,57,100,8
bipson,454,10066,DEU,STEAM,Dictator,94,100,5,84,13,96,28,89,28,86,15,66,9,83,31,83,6,97,37,98,56,100,14,98,56,100,23,100,15,100,20,94,85,92,13
itazan,642,10026,JPN,STEAM,Zangief,79,94,19,87,16,80,26,68,32,69,42,50,10,91,24,81,11,85,47,70,31,90,41,77,59,66,33,85,28,75,16,82,57,81,16
TTrema,458,9061,BRA,STEAM,Nash,84,93,16,85,28,73,26,92,25,60,15,52,23,91,37,100,5,70,40,96,30,90,31,90,62,78,14,93,16,57,7,88,67,93,16
jemin-pc,341,11092,ALB,STEAM,Ken,87,88,26,93,16,83,6,75,8,78,23,54,11,89,29,77,9,86,37,94,19,100,20,100,32,70,20,90,22,88,17,93,32,92,14
p4_esuta,796,9665,JPN,PSN,Ryu,76,100,14,72,43,80,45,65,43,70,31,79,29,70,54,70,20,80,68,80,55,87,41,67,77,85,54,86,36,70,51,76,103,74,31
Tsvill,495,9950,JPN,PSN,Birdie,82,100,9,77,22,75,29,82,28,75,16,66,12,95,23,77,9,100,35,80,35,89,28,80,50,79,44,80,35,76,39,86,61,83,18
H-2-3-7,1270,11048,GBR,PSN,Cammy,82,91,24,78,65,75,52,76,39,80,45,64,48,86,130,78,37,78,123,82,91,90,66,86,107,77,58,78,50,79,44,87,136,83,30
YHCmochi,425,10059,JPN,PSN,Dhalsim,81,78,23,81,16,88,18,86,23,73,23,78,23,72,22,75,8,93,30,84,46,76,17,70,41,76,34,88,18,66,21,95,43,89,19
DRAGONEYEZ,661,10202,OTH,STEAM,Ryu,83,90,31,100,12,66,24,80,15,95,21,61,13,90,21,100,4,86,30,83,24,93,15,80,61,55,9,76,25,85,7,94,37,66,3
SAULABIS,915,8813,KOR,PSN,Rashid,79,92,13,71,46,77,57,72,47,85,28,87,41,83,55,71,28,80,75,78,74,90,71,77,96,90,53,79,48,69,56,75,108,73,15
GOL_Zaith,486,8996,USA,STEAM,Birdie,81,75,16,73,19,85,41,84,25,94,19,84,13,72,36,68,16,79,49,80,45,71,28,84,33,88,27,75,28,57,14,93,60,84,13
LCD_yamamoto,710,10232,JPN,STEAM,Chun Li,82,90,20,88,27,83,54,61,26,87,24,73,30,83,43,66,24,84,59,85,75,89,38,85,62,79,64,80,40,79,29,85,84,54,11
Sikabonzai,699,10216,FIN,STEAM,Zangief,84,100,7,75,24,88,25,74,54,88,53,47,21,87,57,80,26,79,29,91,61,81,38,83,61,91,62,86,38,92,14,91,91,78,32
naswwwedsx,596,8072,OTH,PSN,R. Mika,83,85,14,95,21,70,24,78,28,85,27,69,13,86,30,100,7,84,26,86,36,77,27,92,39,77,31,80,15,86,15,86,38,76,13
Zeusb_BR,440,9193,BRA,PSN,Karin,86,90,11,64,14,93,16,94,17,100,23,77,9,77,27,68,19,90,31,87,39,85,34,76,51,87,31,95,24,85,14,93,64,81,16
SimSim,886,9175,NOR,STEAM,Dhalsim,89,83,12,88,44,84,38,85,40,94,19,89,29,86,79,96,28,94,85,92,69,97,35,89,97,83,54,84,44,81,16,90,151,91,45
AzizSensei,855,9830,USA,PSN,Claw,71,74,47,62,37,71,32,67,55,67,43,55,47,79,84,50,18,77,54,63,52,70,50,81,79,68,45,66,59,70,30,82,95,60,28
Prodigal_Son,428,10335,DEU,PSN,Ken,80,80,10,76,17,90,22,90,11,75,12,100,12,89,46,100,8,82,41,77,36,76,13,53,45,66,27,80,15,88,9,91,58,81,11
Vi0lents0nic,193,8987,USA,PSN,Nash,89,100,6,66,3,80,5,80,5,100,1,50,4,100,8,100,4,71,7,93,15,100,3,100,12,100,2,100,4,83,6,86,15,100,2
Raizen-SP,855,9918,BRA,PSN,Dictator,82,86,23,75,54,87,33,100,15,86,29,84,39,86,74,72,18,69,92,75,57,69,59,81,93,90,44,78,66,85,21,97,102,83,36
ssslllooowww,777,8407,AUS,STEAM,Ken,85,96,28,91,24,93,33,82,51,88,26,82,29,61,42,92,14,81,60,93,48,88,42,82,94,87,33,76,46,90,11,87,158,84,26
patmonsta209,377,8656,LBR,PSN,Nash,88,66,3,80,25,80,21,92,27,81,16,83,12,88,25,71,7,94,39,88,27,85,21,92,25,96,25,86,23,83,18,95,48,71,14
ShakzDeniro,563,10177,GBR,PSN,Dictator,80,100,4,86,23,66,30,57,19,85,20,77,9,80,30,76,13,82,40,81,27,66,15,79,34,73,23,84,13,84,19,89,55,90,11
YOGAMEWIZARD,396,8896,USA,PSN,Chun Li,81,100,3,92,27,81,16,84,32,83,18,50,10,93,33,58,17,91,35,80,35,80,26,83,37,73,23,76,34,73,15,81,27,75,8
AkiraHayama,602,9994,OTH,PSN,R. Mika,80,80,26,94,17,80,10,50,12,72,18,100,6,86,15,44,9,82,41,82,23,88,27,88,45,57,14,69,13,85,14,81,38,100,6
D-Rezz,423,9961,USA,PSN,Necalli,79,85,14,87,16,93,16,85,21,83,18,80,25,65,20,80,5,80,31,77,27,73,15,72,29,78,32,88,17,85,14,71,35,100,5
Excelancer,363,8493,USA,PSN,Karin,87,100,1,96,26,100,14,86,22,79,34,85,14,82,35,83,12,80,25,77,22,95,40,90,21,77,18,89,19,100,16,92,38,100,6
PhenomTheBeast,261,9467,NOR,STEAM,Dictator,91,100,11,0,0,100,8,70,17,100,4,90,10,100,7,87,8,85,14,100,21,100,14,90,11,86,15,83,6,100,4,93,43,100,2
Boltstrike_I,821,9557,GBR,PSN,Claw,76,91,36,55,29,89,46,80,21,87,24,56,37,76,95,60,30,87,56,79,63,75,52,80,42,72,70,79,29,59,54,78,111,80,15
BCW_Chanrith,341,8497,USA,PSN,Dictator,85,100,9,71,32,96,26,100,26,100,7,84,19,82,39,100,6,70,40,86,22,94,17,68,25,83,12,87,8,85,14,96,28,90,11
DOOMSNAKE507,601,10299,OTH,PSN,Claw,76,85,27,68,38,61,18,63,19,67,31,72,22,70,50,75,12,92,51,70,37,75,36,81,79,65,32,56,30,81,27,87,78,92,13
JyunHan,313,10259,ISR,STEAM,Ken,95,100,9,100,13,88,18,92,14,100,12,100,11,100,28,87,16,100,34,100,25,94,17,91,24,86,15,100,22,71,7,96,33,100,15
HeroOne,1074,10040,DEU,STEAM,Claw,80,88,42,72,25,68,57,78,32,83,48,84,46,76,80,80,31,79,69,76,91,59,66,90,75,78,50,78,33,82,46,87,160,86,37
ShallowHaven,1049,10270,USA,PSN,Dictator,80,90,31,86,51,80,56,56,53,68,66,78,32,83,55,66,24,85,88,81,70,76,56,91,82,86,59,73,60,77,31,84,119,83,18
samboner,860,8992,USA,PSN,Nash,72,89,19,66,51,72,54,70,54,52,44,65,44,77,63,53,28,76,104,81,53,73,78,64,67,82,40,66,53,72,25,85,64,77,18
Punishere,639,10010,USA,STEAM,Chun Li,84,100,5,86,30,88,35,88,27,90,30,65,26,92,28,80,15,89,48,78,42,82,51,92,82,74,43,75,45,92,28,83,79,92,25
shimolen,761,10016,JPN,PSN,R. Mika,81,100,11,92,26,86,30,64,53,94,36,72,25,70,54,93,16,87,62,87,86,79,34,82,90,72,68,90,31,85,56,77,71,91,12
KingBlackToof,792,9072,GBR,STEAM,Rashid,76,77,31,87,31,77,48,76,21,71,56,72,47,77,67,50,12,72,80,74,54,75,70,77,45,80,56,73,45,72,11,78,82,94,17
Kreymore,1002,7861,USA,PSN,Fang,80,78,28,86,15,81,38,75,54,77,18,100,17,66,12,85,7,80,57,61,34,86,30,90,30,87,33,67,31,85,14,88,36,73,15
Kofmaster,754,10244,JPN,STEAM,Fang,83,100,17,80,36,56,23,73,34,80,36,88,52,82,63,95,24,85,57,84,39,84,39,79,99,77,57,93,31,88,54,90,66,88,26
RickTTT,283,9872,ESP,STEAM,Ryu,84,94,17,58,12,93,16,88,9,100,3,40,5,68,25,60,5,89,19,86,29,100,10,92,13,82,23,100,5,75,16,93,43,77,9
TaiwanDaimon,335,9688,TWN,STEAM,Dhalsim,93,100,7,71,7,100,8,84,19,94,35,62,8,92,25,100,4,93,33,100,22,88,17,95,46,95,22,93,15,100,12,93,45,100,9
FornHojden,379,8430,USA,PSN,Dictator,66,0,0,44,25,65,26,45,20,80,10,64,14,52,42,53,13,82,23,63,30,77,18,69,39,74,31,69,13,85,7,75,48,78,19
Bkaraba,571,7744,USA,PSN,Ryu,78,82,23,78,14,85,14,60,20,95,24,60,20,82,34,50,4,64,25,75,32,89,39,79,34,69,26,78,33,81,11,82,39,100,9
EvilTornafighter,360,9788,OTH,PSN,Dictator,81,100,10,57,14,92,13,63,11,75,20,100,8,64,39,88,9,95,24,80,30,79,24,78,47,77,22,66,9,85,7,89,58,100,15
edwow34,820,9242,JPN,PSN,Laura,80,90,11,80,36,76,56,74,47,83,30,92,27,88,53,86,36,85,70,75,54,82,39,75,73,69,53,80,63,90,51,75,64,88,26
robsux,1405,7328,AUS,PSN,Karin,80,86,23,92,27,82,51,69,39,72,37,62,32,71,102,90,30,79,73,75,94,70,41,83,101,81,60,75,68,85,28,87,187,95,45
StatuaryPoem,329,8156,BRA,STEAM,Nash,84,100,5,85,20,93,15,100,8,70,10,86,22,52,19,66,12,83,42,71,28,88,17,97,36,78,19,63,11,83,12,97,40,100,13
TheHammerDon,290,9541,USA,PSN,Ken,78,82,17,84,13,89,29,68,19,65,23,66,6,80,10,71,7,54,11,73,15,100,16,84,19,90,11,74,35,72,11,82,34,88,9
MrKingFunk,420,8583,DNK,STEAM,Birdie,85,0,0,64,17,75,33,100,19,84,13,66,12,77,36,75,8,100,33,86,29,81,27,80,35,92,27,77,18,90,11,98,54,90,21
KevinTeque,610,10121,CPV,STEAM,Alex,87,100,12,83,31,100,2,75,12,93,15,80,5,100,6,86,15,92,25,80,25,88,17,90,43,100,6,65,26,83,12,97,45,100,8
MindGainz,420,8567,GBR,STEAM,Birdie,78,100,23,62,16,80,25,73,15,88,17,28,14,78,41,71,7,83,36,95,24,58,29,73,23,82,23,77,27,76,13,88,61,70,17
AngryPoongKo,480,10111,KOR,PSN,Cammy,91,100,3,95,24,80,21,95,22,86,22,75,4,91,35,85,7,90,41,95,46,90,42,83,62,93,30,91,23,94,34,94,58,100,4
PaulB_,1609,9565,USA,PSN,Karin,76,76,43,80,90,77,70,70,110,72,85,75,64,76,139,77,27,75,133,81,96,80,100,80,118,74,101,75,110,77,62,79,187,73,56
PinkStar,346,8805,CHN,STEAM,Laura,90,0,0,88,9,94,17,100,17,81,11,85,7,82,23,100,11,93,29,94,19,91,12,85,34,100,9,100,8,77,9,88,26,100,7
THE_COOL_KID93,838,9729,USA,PSN,Alex,73,81,22,69,26,76,13,64,50,70,37,67,28,76,21,60,35,75,40,64,42,75,32,88,59,66,15,60,28,82,17,77,68,88,17
danslip6,444,10085,ECU,PSN,Cammy,80,100,10,84,13,73,60,73,15,95,21,61,26,81,33,100,8,91,34,88,35,69,33,89,38,58,36,90,30,100,7,82,40,100,5
CmPunkDaGod,884,9470,OTH,PSN,Karin,77,88,42,75,44,82,34,76,30,61,39,85,14,71,49,64,28,78,82,78,52,62,51,81,64,83,37,85,40,85,27,83,87,76,17
TildaSwinton,699,7601,USA,STEAM,Dhalsim,76,83,12,70,40,92,40,74,39,70,31,76,21,78,42,68,25,71,49,81,53,72,47,89,64,75,54,64,37,64,34,77,89,86,22
TONPY-,465,9765,JPN,PSN,Chun Li,81,94,17,94,18,82,41,66,33,100,15,78,14,80,20,100,8,88,35,78,57,77,31,58,34,79,34,81,27,88,27,89,48,100,6
MNO1204,466,10139,USA,STEAM,Dhalsim,82,94,19,80,30,72,22,89,29,77,9,100,10,83,36,94,18,92,27,77,45,70,44,67,31,84,26,90,30,87,33,73,42,93,15
m00iee,735,7875,AUS,STEAM,Ken,85,100,8,87,31,84,32,67,43,89,37,84,33,78,47,95,22,83,53,77,48,87,39,86,96,85,28,94,51,88,26,91,93,91,48
Marvisto,298,8765,USA,PSN,Ryu,88,100,11,86,15,77,18,100,13,90,21,66,12,95,22,100,7,93,30,94,18,94,18,82,23,90,10,90,21,85,7,78,37,93,15
Foomyjin,389,7290,USA,STEAM,Karin,77,80,20,60,10,75,12,83,18,83,12,83,12,77,31,66,3,64,28,90,10,90,22,56,16,85,7,78,14,89,19,80,21,75,4
umekomi,449,9997,JPN,PSN,Nash,84,100,8,75,16,93,30,83,31,54,11,66,15,88,17,92,14,91,48,93,47,84,26,77,31,86,23,82,29,76,26,82,47,84,19
ohkeySFV,362,8349,RUS,STEAM,Dictator,87,100,1,87,16,92,13,92,13,75,16,84,13,86,38,85,14,88,26,83,30,93,15,88,34,86,22,92,14,85,20,91,58,89,19
CaiusMorrigan,292,8713,NLD,PSN,Chun Li,83,100,2,54,11,66,18,94,17,78,19,100,10,80,26,83,6,86,36,82,17,83,12,89,19,75,16,91,12,75,4,91,47,82,17
Furorian,288,8178,FRA,STEAM,Birdie,76,80,5,84,13,88,9,68,16,63,11,54,11,75,29,75,4,82,28,91,23,42,14,80,25,92,13,55,9,46,15,86,51,88,9
RUFIANMX,324,7737,MEX,PSN,Ryu,69,68,25,66,9,91,12,58,29,79,29,72,11,80,15,57,7,76,34,78,32,81,11,41,24,62,29,41,12,80,5,73,30,88,9
Halliburton,362,8253,FRA,PSN,Dhalsim,87,100,3,88,18,76,13,85,20,71,14,50,12,88,26,66,3,93,32,100,21,91,23,82,28,85,14,100,13,83,12,90,66,94,18
CristianRG,546,8726,ESP,STEAM,Ken,73,100,6,44,18,80,31,72,33,91,24,71,14,63,41,80,5,82,57,66,39,66,27,80,50,77,35,72,29,65,23,75,85,72,29
hishow,708,10125,JPN,PSN,Necalli,81,88,17,66,18,86,30,65,35,86,23,100,6,84,38,79,24,78,46,84,59,81,27,80,55,82,35,82,39,82,29,84,59,76,13
Oh_Too,159,8698,OTH,PSN,Ryu,73,71,14,75,8,87,8,77,9,90,11,0,1,50,4,100,3,60,10,63,19,77,18,100,4,37,8,80,5,71,7,72,11,84,19
Nishio_o,348,10044,JPN,PSN,Cammy,84,91,12,70,10,86,15,83,30,88,18,80,5,81,33,83,12,85,35,87,39,82,29,62,24,64,14,94,17,100,10,97,36,88,9
doropon,426,7905,JPN,PSN,Necalli,76,71,7,81,11,47,19,77,22,75,8,76,13,72,25,55,9,82,39,69,33,76,30,72,51,86,30,86,30,77,27,79,64,100,7
Tse4444,515,8710,JPN,PSN,Chun Li,82,95,23,81,16,83,30,87,16,83,12,38,13,66,30,71,14,88,25,80,40,80,51,82,68,95,22,83,55,72,18,95,66,81,16
noxcy_,118,8130,JPN,PSN,Cammy,76,0,0,70,10,100,4,66,3,80,5,70,10,80,10,0,1,83,6,83,18,77,9,60,5,80,5,100,3,75,4,69,23,100,2
Combo_Kash,484,9274,USA,PSN,Nash,85,76,26,85,27,81,38,68,25,70,10,91,12,86,37,62,16,96,27,97,42,85,28,93,32,72,22,85,27,90,10,87,54,100,12
Salieri_,508,10038,JPN,STEAM,Karin,85,80,5,93,16,78,32,77,36,84,13,95,21,89,37,92,13,92,51,88,54,86,23,84,32,69,26,85,14,69,33,94,74,75,28
afg_peace30,1053,8173,JPN,PSN,Karin,70,78,23,69,43,67,76,57,70,79,39,66,42,63,47,79,24,79,72,76,111,64,56,62,117,76,76,74,62,61,49,73,125,71,21
kintyo-ru0211,751,10480,JPN,PSN,Ken,80,66,9,65,20,84,38,76,56,76,38,73,19,80,40,78,28,93,81,87,82,90,41,63,66,73,46,77,49,75,52,84,69,94,17
EnetroX,796,8405,OTH,PSN,Cammy,76,85,20,93,30,54,33,60,33,87,32,56,23,74,55,78,19,82,46,82,41,78,42,78,50,63,30,66,30,84,26,92,54,62,8
bonchanRB,105,8151,JPN,STEAM,Ryu,88,100,1,0,0,75,4,100,2,50,8,0,0,80,5,100,2,91,12,89,19,100,8,87,8,100,4,0,0,66,3,96,25,0,0
ChrisWongIsGood,286,8576,OTH,STEAM,Nash,83,100,9,75,4,69,13,75,24,76,25,87,8,62,16,94,17,100,16,88,25,73,15,80,21,100,17,93,16,83,18,81,33,77,9
ED-Jinty,645,9276,GBR,PSN,Ken,82,57,7,76,38,74,35,84,26,78,32,44,18,78,76,92,13,84,52,94,39,86,36,80,65,89,37,79,29,88,25,87,94,95,23
OldKim,400,8189,USA,STEAM,R. Mika,76,85,7,81,11,93,15,82,17,71,21,81,11,93,16,100,6,72,11,63,36,79,24,77,9,58,17,80,15,61,13,77,31,75,8
soulzor,127,8087,OTH,STEAM,Dictator,82,80,10,0,0,100,4,66,6,33,3,75,4,85,7,100,4,87,8,91,12,66,6,90,10,85,7,71,7,0,0,83,31,100,4
WT-kami,328,9946,KWT,PSN,Ryu,84,83,24,94,17,80,15,86,22,91,23,80,15,54,11,50,4,87,32,87,24,86,15,77,18,95,24,78,23,50,4,94,37,80,20
matsudud,599,5271,JPN,PSN,Birdie,80,100,9,81,16,88,27,75,28,69,36,70,17,88,43,66,3,85,56,83,55,77,40,83,49,76,38,62,27,76,21,85,40,82,17
HOMASHINCHIw,291,10231,JPN,STEAM,Fang,89,95,21,90,10,86,15,66,15,93,16,100,5,84,19,100,10,84,39,100,14,94,18,96,29,100,6,83,12,76,13,89,39,100,10
duke728,679,10126,JPN,STEAM,R. Mika,75,100,15,63,30,79,39,74,43,83,24,75,33,89,29,80,15,82,50,83,71,70,41,73,65,92,26,85,21,52,48,71,94,67,34
F3_NinjaCW,676,7742,USA,PSN,R. Mika,75,83,12,75,29,71,45,61,54,69,36,83,18,77,49,72,11,61,57,78,52,80,36,77,57,87,39,84,50,75,20,81,53,72,18
DaGodMC,422,8860,USA,PSN,Necalli,85,100,15,75,16,96,27,76,17,88,9,94,17,94,19,66,9,74,31,79,34,75,16,90,62,79,29,85,14,70,10,88,34,94,18
donjuan,557,8093,USA,PSN,Nash,77,71,21,68,35,88,27,58,34,75,32,69,13,78,38,64,14,80,42,88,27,92,28,68,50,82,34,81,38,63,19,84,88,87,16
ayyfixN,679,7552,FRA,STEAM,Necalli,78,88,9,65,29,76,42,88,42,84,25,54,22,60,64,88,17,84,66,81,48,78,41,74,67,73,38,92,26,69,26,87,97,88,18
GENKI94,580,8125,FRA,PSN,Ryu,77,77,18,68,19,70,37,86,38,80,20,70,27,81,33,87,8,84,39,56,46,77,27,65,52,89,38,84,33,85,35,82,73,85,28
MDZ_jimmY,1606,10074,DEU,PSN,Ryu,84,82,52,79,69,79,100,80,81,85,60,82,34,78,130,67,58,93,110,84,119,78,73,89,156,83,103,85,49,81,58,90,271,89,73
Proudstrawberry,754,9585,JPN,STEAM,Necalli,75,63,19,55,45,92,39,77,40,64,34,85,21,62,51,58,12,81,58,76,77,80,41,83,89,82,45,75,36,81,58,75,68,70,20
PANDA-Ren,805,8625,JPN,STEAM,Rashid,78,97,39,84,25,77,27,59,49,80,40,84,26,78,47,71,14,72,58,84,70,76,34,84,73,60,35,73,34,77,45,80,92,95,24
lau123456,267,8260,JPN,PSN,Dictator,81,100,5,70,10,82,17,33,9,100,2,84,13,88,34,77,9,100,7,100,10,81,11,77,27,100,7,71,39,64,17,87,33,94,17
